Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band
CLM37967,POL10648,30/11/2019,02/12/2019,Weather,Low,FALSE,FALSE,2103,1388,Minor,08/02/2020,settled,CUST20648,69,Female,Retired,Manchester,8463,48,Motorcycle,0,Fair
CLM31101,POL12639,04/11/2024,05/11/2024,Vandalism,Low,FALSE,FALSE,1655,1244,Minor,27/01/2025,settled,CUST22639,44,Male,Employed,Liverpool,10129,24,SUV,5,Fair
CLM30063,POL12429,31/10/2021,31/10/2021,Vandalism,Low,FALSE,FALSE,1620,849,Minor,22/01/2022,settled,CUST22429,57,Male,Employed,Liverpool,7795,36,Motorcycle,14,Good
CLM33334,POL10368,20/11/2022,20/11/2022,Vandalism,Low,FALSE,FALSE,1387,1070,Minor,15/01/2023,settled,CUST20368,18,Male,Employed,Glasgow,17936,0,Sedan,9,Fair
CLM31315,POL10111,27/12/2022,02/01/2023,Vandalism,Low,FALSE,FALSE,1247,654,Minor,01/04/2023,settled,CUST20111,55,Male,Employed,London,7997,33,Sedan,2,Good
CLM34884,POL10990,10/07/2020,17/07/2020,Vandalism,Low,FALSE,FALSE,1736,1198,Minor,01/09/2020,settled,CUST20990,35,Male,Employed,Birmingham,10099,16,Motorcycle,4,Good
CLM30141,POL10255,19/09/2020,20/09/2020,Vandalism,Low,FALSE,FALSE,860,432,Minor,28/10/2020,settled,CUST20255,47,Female,Employed,Bristol,6493,29,Van,18,Poor
CLM30176,POL11926,19/08/2024,19/08/2024,Vandalism,Low,FALSE,FALSE,1243,773,Minor,01/10/2024,settled,CUST21926,60,Male,Employed,Cardiff,17438,40,Hatchback,20,Excellent
CLM30186,POL10504,08/07/2024,08/07/2024,Vandalism,Low,FALSE,FALSE,1222,957,Minor,13/08/2024,settled,CUST20504,41,Male,Employed,Leeds,10139,20,Hatchback,13,Excellent
CLM31611,POL10201,10/03/2022,11/03/2022,Vandalism,Low,FALSE,FALSE,1021,767,Minor,28/04/2022,settled,CUST20201,36,Female,Employed,Leeds,8348,17,Sedan,16,Fair
CLM31955,POL10230,24/11/2024,29/11/2024,Vandalism,Low,FALSE,FALSE,1410,804,Minor,06/02/2025,settled,CUST20230,75,Female,Employed,Liverpool,11926,55,Hatchback,16,Good
CLM32033,POL10239,05/06/2021,05/06/2021,Vandalism,Low,FALSE,FALSE,1085,1616,Minor,26/08/2021,settled,CUST20239,38,Female,Employed,London,3481,16,Sedan,6,Fair
CLM33381,POL13027,04/10/2021,06/10/2021,Vandalism,Low,FALSE,FALSE,1418,730,Minor,29/11/2021,settled,CUST23027,55,Male,Employed,Liverpool,16747,35,Van,19,Good
CLM31909,POL12687,16/09/2023,16/09/2023,Vandalism,Low,FALSE,FALSE,1028,558,Minor,02/11/2023,settled,CUST22687,72,Male,Employed,Bristol,12443,51,Van,16,Good
CLM30337,POL11554,18/08/2023,20/08/2023,Vandalism,Low,FALSE,FALSE,922,616,Minor,16/10/2023,settled,CUST21554,65,Female,Employed,Liverpool,13351,43,Sedan,3,Excellent
CLM34880,POL10386,01/02/2024,02/02/2024,Vandalism,Low,FALSE,FALSE,1081,909,Minor,02/04/2024,settled,CUST20386,38,Male,Employed,London,8610,20,Van,1,Good
CLM30395,POL13397,14/11/2019,14/11/2019,Vandalism,Low,FALSE,FALSE,1314,1081,Minor,19/01/2020,settled,CUST23397,39,Female,Employed,London,14482,21,Sedan,17,Fair
CLM32919,POL12907,21/04/2020,28/04/2020,Vandalism,Low,FALSE,FALSE,882,665,Minor,02/07/2020,settled,CUST22907,40,Female,Employed,Liverpool,15645,19,SUV,5,Excellent
CLM34136,POL10412,01/12/2018,03/12/2018,Vandalism,Low,FALSE,FALSE,1242,1102,Minor,30/01/2019,settled,CUST20412,34,Male,Employed,Cardiff,15413,16,Van,8,Excellent
CLM32923,POL10428,28/10/2023,30/10/2023,Vandalism,Low,FALSE,FALSE,1413,984,Minor,27/12/2023,settled,CUST20428,43,Male,Employed,Liverpool,14996,24,Hatchback,20,Fair
CLM31316,POL10431,31/05/2025,01/06/2025,Vandalism,Low,FALSE,FALSE,861,578,Minor,11/07/2025,settled,CUST20431,24,Female,Employed,Birmingham,11602,5,Hatchback,14,Good
CLM31902,POL10436,22/03/2024,25/03/2024,Vandalism,Low,FALSE,FALSE,1110,600,Minor,03/05/2024,settled,CUST20436,32,Female,Employed,Newcastle,17741,10,Hatchback,19,Excellent
CLM31776,POL10464,20/09/2022,20/09/2022,Vandalism,Low,FALSE,FALSE,1588,1254,Minor,24/10/2022,settled,CUST20464,49,Female,Employed,Bristol,9177,29,Sedan,16,Good
CLM30608,POL10469,26/06/2022,28/06/2022,Vandalism,Low,FALSE,FALSE,1193,908,Minor,31/07/2022,settled,CUST20469,30,Male,Employed,Bristol,12127,9,Motorcycle,7,Good
CLM33962,POL11375,18/05/2025,18/05/2025,Vandalism,Low,FALSE,FALSE,876,721,Minor,01/07/2025,settled,CUST21375,26,Male,Employed,Liverpool,22793,8,Sedan,12,Good
CLM31191,POL10602,24/05/2022,24/05/2022,Vandalism,Low,FALSE,FALSE,929,827,Minor,08/08/2022,settled,CUST20602,35,Female,Employed,Birmingham,10490,13,Van,9,Fair
CLM30666,POL11080,16/03/2022,17/03/2022,Vandalism,Low,FALSE,FALSE,1126,600,Minor,14/06/2022,settled,CUST21080,78,Female,Employed,Edinburgh,12078,59,Hatchback,3,Excellent
CLM33767,POL14248,14/02/2023,14/02/2023,Vandalism,Low,FALSE,FALSE,719,556,Minor,27/04/2023,settled,CUST24248,43,Female,Employed,Birmingham,13496,24,Coupe,3,Good
CLM30742,POL14698,30/05/2021,03/06/2021,Vandalism,Low,FALSE,FALSE,1397,708,Minor,19/08/2021,settled,CUST24698,25,Male,Employed,Birmingham,9747,4,Sedan,17,Excellent
CLM30880,POL10763,01/03/2022,02/03/2022,Vandalism,Low,FALSE,FALSE,1134,911,Minor,31/05/2022,settled,CUST20763,64,Male,Employed,Newcastle,9320,46,SUV,10,Fair
CLM30764,POL11785,02/10/2021,02/10/2021,Vandalism,Low,FALSE,FALSE,1158,1018,Minor,16/12/2021,settled,CUST21785,76,Male,Employed,Manchester,14643,57,Sedan,20,Excellent
CLM34955,POL10843,05/10/2024,05/10/2024,Vandalism,Low,FALSE,FALSE,1561,995,Minor,13/11/2024,settled,CUST20843,23,Male,Employed,Manchester,12272,2,Hatchback,7,Good
CLM30852,POL11873,23/07/2019,24/07/2019,Vandalism,Low,FALSE,FALSE,1580,1267,Minor,10/10/2019,settled,CUST21873,26,Male,Employed,Birmingham,14848,6,Coupe,15,Excellent
CLM33503,POL13757,31/08/2020,02/09/2020,Vandalism,Low,FALSE,FALSE,697,432,Minor,17/10/2020,settled,CUST23757,60,Male,Employed,Newcastle,12455,41,Hatchback,12,Good
CLM34219,POL10948,31/08/2021,02/09/2021,Vandalism,Low,FALSE,FALSE,1126,681,Minor,16/11/2021,settled,CUST20948,59,Female,Employed,London,9703,41,Motorcycle,0,Good
CLM34370,POL11004,08/01/2025,15/01/2025,Vandalism,Low,FALSE,FALSE,1462,1203,Minor,24/02/2025,settled,CUST21004,30,Male,Employed,Leeds,10222,9,Hatchback,3,Good
CLM32557,POL11024,27/11/2024,02/12/2024,Vandalism,Low,FALSE,FALSE,1252,637,Minor,18/01/2025,settled,CUST21024,36,Male,Employed,Edinburgh,6276,18,Van,15,Excellent
CLM34547,POL12885,03/06/2022,03/06/2022,Vandalism,Low,FALSE,FALSE,1951,1258,Minor,15/07/2022,settled,CUST22885,27,Female,Employed,Cardiff,11553,6,SUV,15,Good
CLM34085,POL13389,05/01/2024,05/01/2024,Vandalism,Low,FALSE,FALSE,834,666,Minor,24/03/2024,settled,CUST23389,64,Male,Employed,Glasgow,10483,42,Sedan,12,Excellent
CLM31359,POL11073,06/09/2022,06/09/2022,Vandalism,Low,FALSE,FALSE,1459,1150,Minor,08/11/2022,settled,CUST21073,32,Female,Employed,Glasgow,9320,10,Hatchback,20,Fair
CLM31663,POL12240,03/11/2022,04/11/2022,Vandalism,Low,FALSE,FALSE,952,815,Minor,21/01/2023,settled,CUST22240,57,Male,Employed,Bristol,13162,39,Hatchback,19,Excellent
CLM31120,POL11893,28/02/2025,01/03/2025,Vandalism,Low,FALSE,FALSE,1213,1027,Minor,25/05/2025,settled,CUST21893,31,Female,Employed,Bristol,7077,12,Hatchback,4,Good
CLM32502,POL12986,18/04/2023,21/04/2023,Vandalism,Low,FALSE,FALSE,1141,839,Minor,30/05/2023,settled,CUST22986,57,Female,Employed,Cardiff,4754,36,Sedan,15,Good
CLM31142,POL12327,07/03/2022,07/03/2022,Vandalism,Low,FALSE,FALSE,1178,902,Minor,13/05/2022,settled,CUST22327,29,Female,Employed,Newcastle,14319,7,Hatchback,14,Excellent
CLM33039,POL13087,11/09/2023,11/09/2023,Vandalism,Low,FALSE,FALSE,942,500,Minor,11/11/2023,settled,CUST23087,57,Female,Employed,Birmingham,15316,35,Sedan,16,Excellent
CLM31222,POL13677,31/01/2019,31/01/2019,Vandalism,Low,FALSE,FALSE,1123,683,Minor,23/04/2019,settled,CUST23677,20,Female,Employed,Liverpool,5062,0,Sedan,20,Excellent
CLM34662,POL13677,09/05/2024,09/05/2024,Vandalism,Low,FALSE,FALSE,1274,846,Minor,25/07/2024,settled,CUST23677,20,Female,Employed,Liverpool,5062,0,Sedan,20,Excellent
CLM33760,POL11262,09/10/2024,11/10/2024,Vandalism,Low,FALSE,FALSE,1569,979,Minor,07/12/2024,settled,CUST21262,62,Male,Employed,Edinburgh,5002,43,Van,6,Good
CLM31314,POL14715,12/05/2022,12/05/2022,Vandalism,Low,FALSE,FALSE,1653,1122,Minor,11/07/2022,settled,CUST24715,28,Male,Employed,Manchester,10885,8,SUV,2,Good
CLM33024,POL12100,10/10/2023,12/10/2023,Vandalism,Low,FALSE,FALSE,1303,969,Minor,04/12/2023,settled,CUST22100,34,Male,Employed,Cardiff,7568,13,Hatchback,3,Good
CLM32739,POL11412,23/12/2022,27/12/2022,Vandalism,Low,FALSE,FALSE,1331,1015,Minor,08/03/2023,settled,CUST21412,31,Male,Employed,Bristol,10590,12,Hatchback,16,Excellent
CLM32786,POL11461,09/06/2021,09/06/2021,Vandalism,Low,FALSE,FALSE,942,676,Minor,02/09/2021,settled,CUST21461,42,Male,Employed,Bristol,5740,20,Sedan,17,Good
CLM31463,POL13658,18/04/2021,18/04/2021,Vandalism,Low,FALSE,FALSE,1454,1210,Minor,09/07/2021,settled,CUST23658,63,Male,Employed,Manchester,7939,41,Hatchback,18,Good
CLM31979,POL11543,10/02/2022,11/02/2022,Vandalism,Low,FALSE,FALSE,1929,1129,Minor,25/04/2022,settled,CUST21543,56,Female,Employed,Leeds,13170,34,Coupe,17,Excellent
CLM31566,POL13154,03/05/2024,04/05/2024,Vandalism,Low,FALSE,FALSE,1704,1240,Minor,06/06/2024,settled,CUST23154,64,Male,Employed,Bristol,14475,45,Sedan,18,Good
CLM31610,POL14675,01/09/2019,07/09/2019,Vandalism,Low,FALSE,FALSE,922,492,Minor,02/11/2019,settled,CUST24675,51,Male,Employed,Newcastle,1484,31,SUV,1,Good
CLM32349,POL14267,29/01/2024,29/01/2024,Vandalism,Low,FALSE,FALSE,1596,972,Minor,18/04/2024,settled,CUST24267,42,Male,Employed,Newcastle,22767,21,Coupe,15,Good
CLM33141,POL11657,27/02/2021,28/02/2021,Vandalism,Low,FALSE,FALSE,1302,859,Minor,03/04/2021,settled,CUST21657,24,Female,Employed,Edinburgh,11864,6,Coupe,16,Good
CLM34894,POL11659,18/06/2024,18/06/2024,Vandalism,Low,FALSE,FALSE,1362,949,Minor,04/09/2024,settled,CUST21659,27,Female,Employed,Newcastle,9958,7,SUV,1,Poor
CLM31919,POL14343,01/09/2020,01/09/2020,Vandalism,Low,FALSE,FALSE,1220,855,Minor,22/11/2020,settled,CUST24343,31,Female,Employed,Glasgow,12763,12,SUV,5,Good
CLM34012,POL12322,14/06/2024,14/06/2024,Vandalism,Low,FALSE,FALSE,1420,838,Minor,24/08/2024,settled,CUST22322,52,Female,Employed,Liverpool,17389,34,SUV,4,Fair
CLM34352,POL14375,21/04/2024,21/04/2024,Vandalism,Low,FALSE,FALSE,1091,675,Minor,26/06/2024,settled,CUST24375,35,Female,Employed,Manchester,9037,17,Sedan,10,Excellent
CLM34075,POL12850,13/04/2025,13/04/2025,Vandalism,Low,FALSE,FALSE,1053,598,Minor,08/06/2025,settled,CUST22850,35,Male,Employed,Leeds,5213,17,Sedan,20,Fair
CLM32214,POL13189,13/10/2021,13/10/2021,Vandalism,Low,FALSE,FALSE,906,986,Minor,13/11/2021,settled,CUST23189,33,Female,Employed,Newcastle,13432,12,Sedan,14,Excellent
CLM32324,POL12282,22/09/2023,24/09/2023,Vandalism,Low,FALSE,FALSE,1262,693,Minor,08/11/2023,settled,CUST22282,28,Male,Employed,Birmingham,15219,6,Sedan,14,Good
CLM34573,POL12896,29/03/2023,02/04/2023,Vandalism,Low,FALSE,FALSE,900,605,Minor,13/06/2023,settled,CUST22896,49,Male,Employed,Newcastle,11928,30,SUV,9,Excellent
CLM34754,POL12896,30/09/2022,03/10/2022,Vandalism,Low,FALSE,FALSE,1127,694,Minor,11/11/2022,settled,CUST22896,49,Male,Employed,Newcastle,11928,30,SUV,9,Excellent
CLM34144,POL12547,07/01/2023,11/01/2023,Vandalism,Low,FALSE,FALSE,714,570,Minor,15/03/2023,settled,CUST22547,28,Female,Employed,Bristol,7473,9,Van,17,Fair
CLM33778,POL12628,12/06/2025,12/07/2025,Vandalism,Low,FALSE,FALSE,1120,992,Minor,09/09/2025,settled,CUST22628,27,Male,Employed,London,12187,6,Sedan,6,Good
CLM32906,POL12727,07/02/2023,07/02/2023,Vandalism,Low,FALSE,FALSE,1113,722,Minor,21/03/2023,settled,CUST22727,44,Female,Employed,Liverpool,7374,22,Sedan,6,Fair
CLM32936,POL13330,03/01/2020,06/01/2020,Vandalism,Low,FALSE,FALSE,1034,691,Minor,16/02/2020,settled,CUST23330,62,Female,Employed,Glasgow,5025,42,Sedan,15,Excellent
CLM33214,POL13019,30/08/2024,01/09/2024,Vandalism,Low,FALSE,FALSE,925,554,Minor,17/10/2024,settled,CUST23019,28,Male,Employed,Liverpool,12540,9,Sedan,16,Fair
CLM33184,POL14614,23/09/2018,28/09/2018,Vandalism,Low,FALSE,FALSE,1459,1309,Minor,28/11/2018,settled,CUST24614,46,Male,Employed,Leeds,11335,25,Van,0,Excellent
CLM33432,POL13587,04/06/2023,09/06/2023,Vandalism,Low,FALSE,FALSE,1280,969,Minor,01/08/2023,settled,CUST23587,25,Male,Employed,London,15776,6,SUV,17,Excellent
CLM34057,POL13476,29/09/2020,29/09/2020,Vandalism,Low,FALSE,FALSE,1037,1219,Minor,28/11/2020,settled,CUST23476,41,Male,Employed,Bristol,8704,20,SUV,14,Excellent
CLM33855,POL14063,20/04/2022,21/04/2022,Vandalism,Low,FALSE,FALSE,1223,763,Minor,13/06/2022,settled,CUST24063,59,Male,Employed,Edinburgh,6581,38,Coupe,4,Good
CLM35011,POL13666,19/12/2024,22/12/2024,Vandalism,Low,FALSE,FALSE,1769,1545,Minor,03/03/2025,settled,CUST23666,37,Male,Employed,Bristol,11792,18,Sedan,5,Good
CLM35108,POL13989,23/05/2024,23/05/2024,Vandalism,Low,FALSE,FALSE,818,426,Minor,12/07/2024,settled,CUST23989,52,Female,Employed,Glasgow,17781,34,Coupe,5,Good
CLM35123,POL12816,11/01/2025,13/01/2025,Vandalism,Low,FALSE,FALSE,1326,1126,Minor,08/04/2025,settled,CUST22816,34,Male,Employed,Liverpool,1887,13,Coupe,15,Poor
CLM35140,POL13252,04/09/2022,07/09/2022,Vandalism,Low,FALSE,FALSE,1596,1172,Minor,06/12/2022,settled,CUST23252,50,Male,Employed,Bristol,9752,32,Sedan,19,Fair
CLM35245,POL11823,02/11/2019,02/11/2019,Vandalism,Low,FALSE,FALSE,1026,836,Minor,02/12/2019,settled,CUST21823,40,Female,Employed,Newcastle,12869,21,Sedan,13,Good
CLM35467,POL12999,29/04/2021,30/04/2021,Vandalism,Low,FALSE,FALSE,1459,1172,Minor,20/06/2021,settled,CUST22999,41,Female,Employed,Cardiff,10550,22,Van,10,Fair
CLM35635,POL13595,02/08/2021,02/08/2021,Vandalism,Low,FALSE,FALSE,775,1127,Minor,08/09/2021,settled,CUST23595,30,Male,Employed,Leeds,2164,10,Van,0,Good
CLM35679,POL12745,04/07/2023,07/07/2023,Vandalism,Low,FALSE,FALSE,1164,752,Minor,05/10/2023,settled,CUST22745,36,Female,Employed,Newcastle,10750,14,Van,6,Poor
CLM35687,POL14586,27/06/2020,28/06/2020,Vandalism,Low,FALSE,FALSE,882,592,Minor,14/08/2020,settled,CUST24586,26,Female,Employed,Manchester,13860,5,Hatchback,6,Excellent
CLM35738,POL12097,08/09/2021,11/09/2021,Vandalism,Low,FALSE,FALSE,1075,875,Minor,30/11/2021,settled,CUST22097,44,Male,Employed,Birmingham,12568,23,SUV,7,Good
CLM36053,POL11017,03/11/2023,03/11/2023,Vandalism,Low,FALSE,FALSE,895,479,Minor,03/12/2023,settled,CUST21017,61,Male,Employed,Newcastle,15460,39,Motorcycle,12,Good
CLM36058,POL14539,25/02/2023,26/02/2023,Vandalism,Low,FALSE,FALSE,1234,805,Minor,06/04/2023,settled,CUST24539,55,Male,Employed,Bristol,21708,34,SUV,15,Good
CLM36073,POL10839,06/01/2022,06/01/2022,Vandalism,Low,FALSE,FALSE,1808,1347,Minor,08/03/2022,settled,CUST20839,39,Female,Employed,Glasgow,20217,19,Sedan,4,Good
CLM36091,POL11160,30/12/2018,30/12/2018,Vandalism,Low,FALSE,FALSE,1290,1000,Minor,05/02/2019,settled,CUST21160,26,Male,Employed,London,14858,6,Sedan,17,Good
CLM36347,POL12870,06/01/2021,08/01/2021,Vandalism,Low,FALSE,FALSE,1061,600,Minor,23/02/2021,settled,CUST22870,56,Female,Employed,Leeds,5611,34,Van,0,Good
CLM36419,POL14292,17/08/2025,20/08/2025,Vandalism,Low,FALSE,FALSE,1257,936,Minor,24/10/2025,settled,CUST24292,64,Male,Employed,Leeds,8873,42,Van,18,Fair
CLM36426,POL11269,09/12/2023,09/12/2023,Vandalism,Low,FALSE,FALSE,1467,878,Minor,16/02/2024,settled,CUST21269,23,Female,Employed,Birmingham,15609,2,Hatchback,4,Fair
CLM36477,POL10387,10/11/2024,10/12/2024,Vandalism,Low,FALSE,FALSE,1163,955,Minor,23/02/2025,settled,CUST20387,49,Male,Employed,London,14155,30,SUV,16,Excellent
CLM36533,POL11383,17/02/2022,22/02/2022,Vandalism,Low,FALSE,FALSE,1165,731,Minor,06/05/2022,settled,CUST21383,32,Female,Employed,Bristol,9372,10,Van,18,Excellent
CLM36563,POL12141,29/10/2024,29/10/2024,Vandalism,Low,FALSE,FALSE,1965,1586,Minor,07/12/2024,settled,CUST22141,53,Female,Employed,Bristol,17438,35,Sedan,17,Excellent
CLM36598,POL12555,13/09/2022,13/09/2022,Vandalism,Low,FALSE,FALSE,1280,1102,Minor,31/10/2022,settled,CUST22555,51,Male,Employed,Leeds,6224,32,Motorcycle,4,Excellent
CLM36824,POL10459,14/08/2021,19/08/2021,Vandalism,Low,FALSE,FALSE,1770,1293,Minor,25/09/2021,settled,CUST20459,37,Female,Employed,Leeds,15281,16,Coupe,9,Poor
CLM37004,POL14455,20/12/2024,20/12/2024,Vandalism,Low,FALSE,FALSE,679,495,Minor,06/03/2025,settled,CUST24455,24,Male,Employed,London,12132,3,Hatchback,14,Good
CLM37009,POL14440,15/10/2019,16/10/2019,Vandalism,Low,FALSE,FALSE,2105,1860,Minor,31/12/2019,settled,CUST24440,36,Male,Employed,Bristol,9269,17,SUV,6,Good
CLM37037,POL12218,20/11/2019,20/12/2019,Vandalism,Low,FALSE,FALSE,1273,903,Minor,11/02/2020,settled,CUST22218,31,Male,Employed,Edinburgh,10051,13,Sedan,0,Good
CLM37135,POL14655,20/02/2023,21/02/2023,Vandalism,Low,FALSE,FALSE,1073,741,Minor,04/04/2023,settled,CUST24655,26,Female,Employed,Leeds,13994,6,Sedan,4,Excellent
CLM37484,POL10601,19/12/2021,19/12/2021,Vandalism,Low,FALSE,FALSE,1323,947,Minor,10/03/2022,settled,CUST20601,53,Male,Employed,London,9228,35,Van,7,Fair
CLM37580,POL11805,14/10/2020,15/10/2020,Vandalism,Low,FALSE,FALSE,1748,1006,Minor,15/11/2020,settled,CUST21805,62,Male,Employed,Edinburgh,10889,42,SUV,2,Good
CLM37640,POL14765,23/11/2021,24/11/2021,Vandalism,Low,FALSE,FALSE,1078,665,Minor,30/01/2022,settled,CUST24765,52,Female,Employed,Edinburgh,10432,34,SUV,0,Excellent
CLM37723,POL11124,19/03/2024,22/03/2024,Vandalism,Low,FALSE,FALSE,1001,689,Minor,03/06/2024,settled,CUST21124,49,Male,Employed,Edinburgh,15905,30,Sedan,0,Good
CLM37738,POL12170,05/09/2023,05/09/2023,Vandalism,Low,FALSE,FALSE,925,762,Minor,16/10/2023,settled,CUST22170,36,Female,Employed,London,11484,14,Hatchback,3,Fair
CLM37815,POL13040,19/12/2018,21/12/2018,Vandalism,Low,FALSE,FALSE,1428,1218,Minor,30/01/2019,settled,CUST23040,55,Male,Employed,Newcastle,4373,33,Sedan,20,Excellent
CLM37820,POL13512,01/05/2022,01/05/2022,Vandalism,Low,FALSE,FALSE,1295,1115,Minor,20/07/2022,settled,CUST23512,33,Female,Employed,Glasgow,14153,14,Hatchback,6,Good
CLM37871,POL11375,29/06/2024,01/07/2024,Vandalism,Low,FALSE,FALSE,1286,951,Minor,08/09/2024,settled,CUST21375,26,Male,Employed,Liverpool,22793,8,Sedan,12,Good
CLM37873,POL14542,08/11/2024,08/11/2024,Vandalism,Low,FALSE,FALSE,1205,1067,Minor,17/01/2025,settled,CUST24542,32,Female,Employed,Cardiff,12068,12,Sedan,4,Good
CLM33775,POL10025,06/07/2023,12/07/2023,Theft,Low,FALSE,FALSE,6096,5121,Minor,13/09/2023,settled,CUST20025,37,Female,Employed,London,12722,16,Sedan,7,Fair
CLM34858,POL10111,28/06/2025,03/07/2025,Theft,Low,FALSE,FALSE,5631,4113,Minor,27/09/2025,settled,CUST20111,55,Male,Employed,London,7997,33,Sedan,2,Good
CLM30233,POL10877,10/12/2019,14/12/2019,Theft,Low,FALSE,FALSE,3668,3186,Minor,22/02/2020,settled,CUST20877,37,Female,Employed,Cardiff,13466,18,Hatchback,3,Good
CLM30131,POL11214,15/09/2021,20/09/2021,Theft,Low,FALSE,FALSE,4022,2024,Minor,18/11/2021,settled,CUST21214,28,Male,Employed,Glasgow,11313,10,Van,12,Fair
CLM30142,POL14963,29/05/2024,29/05/2024,Theft,Low,FALSE,FALSE,5566,4343,Minor,23/08/2024,settled,CUST24963,37,Male,Employed,Birmingham,10812,18,SUV,11,Excellent
CLM32271,POL10145,27/05/2023,27/05/2023,Theft,Low,FALSE,FALSE,3864,3440,Minor,24/08/2023,settled,CUST20145,32,Female,Employed,Liverpool,16334,13,Hatchback,4,Excellent
CLM33447,POL11402,20/05/2024,23/05/2024,Theft,Low,FALSE,FALSE,3090,1613,Minor,16/07/2024,settled,CUST21402,34,Female,Employed,Liverpool,8608,16,SUV,5,Good
CLM32945,POL10178,05/07/2020,05/07/2020,Theft,Low,FALSE,FALSE,4180,2316,Minor,03/10/2020,settled,CUST20178,27,Male,Employed,Edinburgh,19804,9,Hatchback,19,Good
CLM30187,POL10399,12/10/2023,18/10/2023,Theft,Low,FALSE,FALSE,6178,5151,Minor,09/12/2023,settled,CUST20399,44,Male,Employed,Birmingham,8303,25,Hatchback,2,Excellent
CLM30422,POL10234,20/03/2021,20/03/2021,Theft,Low,FALSE,FALSE,5101,3003,Minor,27/04/2021,settled,CUST20234,45,Male,Employed,Liverpool,17020,26,Sedan,15,Poor
CLM30193,POL10904,14/12/2018,14/12/2018,Theft,Low,FALSE,FALSE,8890,5204,Minor,13/03/2019,settled,CUST20904,56,Female,Employed,Newcastle,11853,37,SUV,1,Good
CLM32698,POL10338,22/11/2018,22/11/2018,Theft,Low,FALSE,FALSE,6529,4560,Minor,13/02/2019,settled,CUST20338,49,Female,Employed,Glasgow,9404,30,Sedan,13,Fair
CLM30734,POL10358,30/10/2018,03/11/2018,Theft,Low,FALSE,FALSE,4711,2929,Minor,13/12/2018,settled,CUST20358,40,Female,Employed,Edinburgh,20505,20,Motorcycle,8,Excellent
CLM31734,POL14674,31/01/2020,31/01/2020,Theft,Low,FALSE,FALSE,6075,4673,Minor,16/03/2020,settled,CUST24674,40,Male,Employed,London,6800,18,Coupe,17,Fair
CLM31407,POL14069,04/06/2023,04/06/2023,Theft,Low,FALSE,FALSE,4988,3457,Minor,23/08/2023,settled,CUST24069,20,Female,Employed,Bristol,6873,1,Motorcycle,8,Good
CLM33245,POL10383,29/11/2021,29/11/2021,Theft,Low,FALSE,FALSE,6173,4351,Minor,08/02/2022,settled,CUST20383,44,Male,Employed,Bristol,16534,23,Motorcycle,20,Good
CLM31310,POL10396,17/02/2020,17/02/2020,Theft,Low,FALSE,FALSE,5024,3701,Minor,24/04/2020,settled,CUST20396,36,Female,Employed,Manchester,9987,18,SUV,6,Good
CLM34565,POL12907,11/10/2020,12/10/2020,Theft,Low,FALSE,FALSE,3747,1914,Minor,28/11/2020,settled,CUST22907,40,Female,Employed,Liverpool,15645,19,SUV,5,Excellent
CLM32511,POL10419,01/02/2022,06/02/2022,Theft,Low,FALSE,FALSE,3886,2676,Minor,05/04/2022,settled,CUST20419,49,Male,Employed,Edinburgh,12622,31,Hatchback,6,Excellent
CLM33353,POL10965,26/01/2025,26/01/2025,Theft,Low,FALSE,FALSE,4711,2521,Minor,17/04/2025,settled,CUST20965,41,Male,Employed,Leeds,13478,22,Hatchback,12,Excellent
CLM32039,POL12449,18/04/2020,23/04/2020,Theft,Low,FALSE,FALSE,10846,5551,Minor,01/06/2020,settled,CUST22449,41,Female,Employed,Birmingham,12509,20,Sedan,8,Excellent
CLM30492,POL11106,08/07/2025,08/07/2025,Theft,Low,FALSE,FALSE,7180,3754,Minor,12/08/2025,settled,CUST21106,46,Female,Employed,Glasgow,8763,28,Sedan,8,Fair
CLM30505,POL13813,22/06/2022,22/06/2022,Theft,Low,FALSE,FALSE,4150,2390,Minor,04/09/2022,settled,CUST23813,48,Male,Employed,London,4807,27,Sedan,11,Fair
CLM30600,POL10671,10/03/2021,10/03/2021,Theft,Low,FALSE,FALSE,7313,5614,Minor,08/05/2021,settled,CUST20671,39,Female,Employed,Liverpool,12138,20,Van,11,Excellent
CLM30622,POL13114,27/03/2020,26/04/2020,Theft,Low,FALSE,FALSE,5379,4431,Minor,15/07/2020,settled,CUST23114,31,Male,Employed,Leeds,17714,10,Sedan,18,Fair
CLM33887,POL12663,04/01/2023,05/01/2023,Theft,Low,FALSE,FALSE,6142,4841,Minor,05/04/2023,settled,CUST22663,59,Male,Employed,Cardiff,11352,38,Sedan,3,Good
CLM34222,POL12576,24/09/2022,25/09/2022,Theft,Low,FALSE,FALSE,6146,5118,Minor,26/10/2022,settled,CUST22576,58,Male,Employed,Newcastle,11925,40,Sedan,8,Good
CLM33779,POL11318,07/02/2024,11/02/2024,Theft,Low,FALSE,FALSE,3273,2676,Minor,28/04/2024,settled,CUST21318,47,Male,Employed,Cardiff,12952,25,Coupe,1,Excellent
